@RELATION AirBnB

@ATTRIBUTE room_type STRING
@ATTRIBUTE neighborhood STRING
@ATTRIBUTE reviews INTEGER
@ATTRIBUTE overall_satisfaction REAL
@ATTRIBUTE accommodates INTEGER
@ATTRIBUTE bedrooms REAL
@ATTRIBUTE price REAL
@ATTRIBUTE latitude REAL
@ATTRIBUTE longitude REAL

@DATA
Entire home/apt,Gràcia,20,4.5,4,1.0,180.0,41.400,2.155
Entire home/apt,Gràcia,4,5.0,6,3.0,174.0,41.406,2.157
Entire home/apt,Gràcia,6,5.0,5,3.0,172.0,41.405,2.155
Entire home/apt,Gràcia,6,4.0,4,1.0,167.0,41.406,2.158
Entire home/apt,Gràcia,3,5.0,3,1.0,168.0,41.404,2.156
Entire home/apt,Gràcia,42,4.5,6,3.0,168.0,41.397,2.155
Entire home/apt,Eixample,29,4.5,4,1.0,179.0,41.387,2.169
Entire home/apt,Eixample,11,4.5,6,3.0,168.0,41.392,2.159
Entire home/apt,Eixample,3,1.5,6,3.0,144.0,41.377,2.153
Entire home/apt,Eixample,19,5.0,5,2.0,163.0,41.394,2.158
Entire home/apt,Sant Martí,5,3.0,10,5.0,180.0,41.406,2.186
Entire home/apt,Gràcia,22,4.5,4,2.0,178.0,41.400,2.158
Entire home/apt,Gràcia,10,4.5,8,4.0,167.0,41.398,2.157
Entire home/apt,Gràcia,12,4.5,5,2.0,163.0,41.401,2.156
Entire home/apt,Sants-Montjuïc,7,4.0,4,2.0,150.0,41.372,2.165
Entire home/apt,Sants-Montjuïc,23,4.5,6,3.0,150.0,41.373,2.172
Entire home/apt,Sants-Montjuïc,35,4.0,12,4.0,172.0,41.372,2.160
Entire home/apt,Eixample,10,4.5,6,2.0,182.0,41.386,2.160
Entire home/apt,Eixample,10,3.5,7,3.0,175.0,41.380,2.162
Entire home/apt,Sants-Montjuïc,6,4.0,5,3.0,157.0,41.374,2.167
Entire home/apt,Eixample,13,4.5,6,2.0,157.0,41.382,2.160
Entire home/apt,Eixample,5,3.5,6,3.0,168.0,41.377,2.163
Entire home/apt,Sants-Montjuïc,54,4.5,6,3.0,173.0,41.373,2.166
Entire home/apt,Sants-Montjuïc,105,4.5,7,4.0,179.0,41.374,2.170
Entire home/apt,Eixample,47,4.5,2,1.0,156.0,41.383,2.162
Entire home/apt,Sants-Montjuïc,73,4.5,5,3.0,163.0,41.371,2.166
Entire home/apt,Eixample,44,4.5,6,3.0,180.0,41.380,2.160
Entire home/apt,Eixample,83,4.5,7,4.0,168.0,41.375,2.164
Entire home/apt,Sants-Montjuïc,11,4.0,4,2.0,157.0,41.374,2.162
Entire home/apt,Eixample,29,5.0,4,2.0,173.0,41.375,2.160
Entire home/apt,Sants-Montjuïc,25,4.0,7,4.0,174.0,41.374,2.160
Entire home/apt,Eixample,181,4.5,4,2.0,163.0,41.375,2.161
Entire home/apt,Eixample,43,5.0,4,2.0,157.0,41.376,2.164
Entire home/apt,Ciutat Vella,78,4.5,4,2.0,179.0,41.380,2.177
Entire home/apt,Sants-Montjuïc,33,5.0,6,3.0,157.0,41.373,2.175
Entire home/apt,Sants-Montjuïc,26,4.0,6,3.0,157.0,41.374,2.174
Entire home/apt,Gràcia,49,5.0,5,3.0,180.0,41.398,2.161
Entire home/apt,Ciutat Vella,9,5.0,3,1.0,150.0,41.382,2.171
Entire home/apt,Eixample,9,4.5,5,2.0,179.0,41.386,2.167
Entire home/apt,Eixample,6,4.5,4,2.0,157.0,41.386,2.161
Entire home/apt,Eixample,40,4.5,7,3.0,150.0,41.395,2.170
Entire home/apt,Eixample,25,5.0,5,2.0,179.0,41.383,2.161
Entire home/apt,Eixample,28,4.5,6,3.0,180.0,41.389,2.169
Entire home/apt,Eixample,106,5.0,4,2.0,180.0,41.390,2.161
Entire home/apt,Ciutat Vella,44,4.5,8,3.0,179.0,41.381,2.175
Entire home/apt,Ciutat Vella,104,4.5,6,3.0,180.0,41.384,2.175
Entire home/apt,Eixample,66,4.5,6,2.0,150.0,41.389,2.175
Entire home/apt,Ciutat Vella,22,4.0,5,3.0,179.0,41.381,2.175
Entire home/apt,Sants-Montjuïc,11,4.5,4,2.0,168.0,41.372,2.164
Entire home/apt,Eixample,44,4.5,4,3.0,150.0,41.383,2.162
Entire home/apt,Eixample,7,5.0,3,1.0,179.0,41.375,2.163
Entire home/apt,Ciutat Vella,12,4.5,6,2.0,180.0,41.375,2.169
Entire home/apt,Eixample,3,4.5,6,3.0,174.0,41.389,2.162
Entire home/apt,Eixample,48,5.0,4,2.0,157.0,41.376,2.162
Entire home/apt,Eixample,28,5.0,6,2.0,157.0,41.375,2.166
Entire home/apt,Sants-Montjuïc,129,5.0,4,2.0,157.0,41.373,2.165
Entire home/apt,Ciutat Vella,17,4.0,6,2.0,150.0,41.383,2.181
Entire home/apt,Eixample,3,3.5,6,3.0,180.0,41.394,2.180
Entire home/apt,Ciutat Vella,5,5.0,4,1.0,180.0,41.385,2.180
Entire home/apt,Ciutat Vella,19,4.5,6,3.0,180.0,41.383,2.171
Entire home/apt,Ciutat Vella,191,4.5,7,4.0,145.0,41.382,2.169
Entire home/apt,Sants-Montjuïc,23,4.5,5,2.0,163.0,41.373,2.165
Entire home/apt,Sants-Montjuïc,62,4.0,6,3.0,161.0,41.372,2.167
Entire home/apt,Ciutat Vella,3,2.5,5,2.0,180.0,41.376,2.172
Entire home/apt,Les Corts,33,4.5,4,2.0,180.0,41.385,2.132
Entire home/apt,Sants-Montjuïc,3,4.5,7,3.0,172.0,41.381,2.139
Entire home/apt,Sants-Montjuïc,9,4.5,6,3.0,180.0,41.372,2.146
Entire home/apt,Sants-Montjuïc,17,5.0,4,2.0,168.0,41.373,2.165
Entire home/apt,Eixample,57,4.0,6,4.0,168.0,41.376,2.155
Entire home/apt,Eixample,15,5.0,3,2.0,157.0,41.375,2.158
Entire home/apt,Eixample,24,5.0,8,4.0,168.0,41.379,2.144
Entire home/apt,Sants-Montjuïc,4,4.5,9,3.0,160.0,41.370,2.142
Entire home/apt,Eixample,30,4.0,7,3.0,167.0,41.377,2.149
Entire home/apt,Sants-Montjuïc,25,4.5,3,2.0,178.0,41.373,2.144
Entire home/apt,Eixample,3,3.0,8,3.0,175.0,41.378,2.155
Entire home/apt,Sants-Montjuïc,23,4.5,4,2.0,180.0,41.375,2.142
Entire home/apt,Sants-Montjuïc,8,5.0,4,2.0,180.0,41.373,2.144
Entire home/apt,Sants-Montjuïc,5,4.5,8,3.0,180.0,41.375,2.143
Entire home/apt,Eixample,73,5.0,6,4.0,168.0,41.375,2.151
Entire home/apt,Ciutat Vella,32,4.5,5,3.0,180.0,41.376,2.172
Entire home/apt,Eixample,6,5.0,2,1.0,150.0,41.375,2.165
Entire home/apt,Ciutat Vella,47,4.5,8,3.0,168.0,41.386,2.184
Entire home/apt,Ciutat Vella,53,4.5,6,2.0,171.0,41.375,2.167
Entire home/apt,Eixample,6,4.5,6,2.0,163.0,41.381,2.160
Entire home/apt,Eixample,29,4.5,5,3.0,156.0,41.382,2.162
Entire home/apt,Eixample,8,4.0,4,2.0,180.0,41.377,2.161
Entire home/apt,Eixample,8,4.5,4,1.0,150.0,41.388,2.167
Entire home/apt,Eixample,27,4.5,3,2.0,163.0,41.377,2.162
Entire home/apt,Eixample,69,4.5,4,2.0,168.0,41.376,2.163
Entire home/apt,Ciutat Vella,32,4.5,4,2.0,157.0,41.387,2.176
Entire home/apt,Eixample,11,4.0,6,3.0,163.0,41.385,2.159
Entire home/apt,Eixample,44,5.0,6,3.0,159.0,41.379,2.162
Entire home/apt,Ciutat Vella,13,4.0,7,4.0,184.0,41.382,2.166
Entire home/apt,Eixample,7,5.0,4,2.0,157.0,41.377,2.163
Entire home/apt,Ciutat Vella,25,5.0,6,2.0,157.0,41.380,2.164
Entire home/apt,Ciutat Vella,48,4.5,9,4.0,168.0,41.384,2.167
Entire home/apt,Eixample,114,5.0,4,2.0,167.0,41.379,2.160
Entire home/apt,Ciutat Vella,11,4.0,3,1.0,180.0,41.388,2.176
Entire home/apt,Eixample,52,5.0,6,3.0,172.0,41.379,2.161
Entire home/apt,Eixample,23,5.0,8,4.0,180.0,41.379,2.159
Entire home/apt,Eixample,24,5.0,4,1.0,179.0,41.388,2.169
Entire home/apt,Eixample,7,4.5,6,3.0,170.0,41.382,2.162
Entire home/apt,Ciutat Vella,7,4.5,4,0.0,148.0,41.384,2.167
Entire home/apt,Eixample,171,5.0,8,3.0,180.0,41.384,2.163
Entire home/apt,Eixample,112,4.5,5,2.0,156.0,41.388,2.168
Entire home/apt,Ciutat Vella,17,4.5,6,3.0,150.0,41.382,2.171
Entire home/apt,Ciutat Vella,27,5.0,2,1.0,150.0,41.380,2.166
Entire home/apt,Eixample,108,5.0,4,2.0,157.0,41.384,2.159
Entire home/apt,Eixample,5,4.5,2,1.0,150.0,41.399,2.178
Entire home/apt,Eixample,7,4.5,4,1.0,167.0,41.398,2.179
Entire home/apt,Eixample,41,5.0,4,2.0,153.0,41.397,2.171
Entire home/apt,Gràcia,69,5.0,6,3.0,152.0,41.399,2.163
Entire home/apt,Eixample,7,4.5,6,3.0,150.0,41.405,2.172
Entire home/apt,Gràcia,5,5.0,5,2.0,150.0,41.405,2.169
Entire home/apt,Eixample,8,4.0,4,1.0,167.0,41.398,2.179
Entire home/apt,Eixample,3,4.0,4,2.0,150.0,41.398,2.177
Entire home/apt,Eixample,3,5.0,4,2.0,183.0,41.398,2.171
Entire home/apt,Horta-Guinardó,22,4.5,6,3.0,176.0,41.412,2.166
Entire home/apt,Eixample,24,4.5,6,2.0,168.0,41.399,2.163
Entire home/apt,Eixample,33,4.5,6,2.0,174.0,41.399,2.165
Entire home/apt,Horta-Guinardó,19,4.0,5,3.0,161.0,41.417,2.174
Entire home/apt,Eixample,34,5.0,6,2.0,180.0,41.400,2.171
Entire home/apt,Gràcia,11,4.5,5,2.0,145.0,41.403,2.166
Entire home/apt,Horta-Guinardó,3,5.0,5,3.0,168.0,41.412,2.163
Entire home/apt,Eixample,6,4.5,6,2.0,174.0,41.397,2.170
Entire home/apt,Horta-Guinardó,4,5.0,4,1.0,180.0,41.412,2.165
Entire home/apt,Eixample,7,5.0,8,4.0,146.0,41.397,2.180
Entire home/apt,Eixample,31,4.0,6,4.0,180.0,41.397,2.181
Entire home/apt,Sant Martí,5,3.5,4,0.0,167.0,41.411,2.180
Entire home/apt,Eixample,47,4.5,6,2.0,168.0,41.391,2.175
Entire home/apt,Eixample,6,5.0,2,1.0,180.0,41.394,2.167
Entire home/apt,Eixample,69,4.5,6,3.0,157.0,41.403,2.175
Entire home/apt,Eixample,52,4.5,6,3.0,180.0,41.401,2.169
Entire home/apt,Eixample,3,5.0,6,2.0,174.0,41.395,2.170
Entire home/apt,Ciutat Vella,12,4.5,4,2.0,157.0,41.382,2.172
Entire home/apt,Ciutat Vella,36,4.5,6,2.0,180.0,41.388,2.178
Entire home/apt,Eixample,23,4.5,4,2.0,179.0,41.396,2.171
Entire home/apt,Eixample,19,4.5,7,3.0,150.0,41.394,2.170
Entire home/apt,Eixample,6,4.5,5,2.0,174.0,41.396,2.174
Entire home/apt,Eixample,19,4.0,6,2.0,180.0,41.398,2.177
Entire home/apt,Eixample,4,4.0,6,2.0,174.0,41.396,2.171
Entire home/apt,Eixample,13,4.5,5,3.0,183.0,41.393,2.170
Entire home/apt,Eixample,91,5.0,6,4.0,157.0,41.402,2.174
Entire home/apt,Eixample,33,4.5,8,4.0,166.0,41.399,2.172
Entire home/apt,Eixample,3,4.5,6,4.0,180.0,41.396,2.176
Entire home/apt,Eixample,86,4.5,6,3.0,171.0,41.399,2.173
Entire home/apt,Eixample,6,5.0,4,2.0,180.0,41.398,2.169
Entire home/apt,Eixample,69,4.5,4,2.0,179.0,41.397,2.168
Entire home/apt,Eixample,59,4.5,4,2.0,179.0,41.395,2.179
Entire home/apt,Eixample,34,4.5,9,3.0,176.0,41.398,2.179
Entire home/apt,Eixample,11,4.5,16,8.0,172.0,41.403,2.179
Entire home/apt,Sant Martí,3,5.0,5,2.0,180.0,41.391,2.193
Entire home/apt,Sant Martí,27,4.5,7,3.0,162.0,41.386,2.198
Entire home/apt,Sant Martí,9,4.5,5,2.0,174.0,41.391,2.194
Entire home/apt,Sant Martí,30,4.5,6,3.0,180.0,41.392,2.192
Entire home/apt,Sant Martí,3,4.5,8,4.0,168.0,41.387,2.198
Entire home/apt,Sant Martí,61,4.5,14,4.0,175.0,41.396,2.193
Entire home/apt,Sant Martí,22,4.0,8,3.0,178.0,41.392,2.196
Entire home/apt,Sant Martí,3,4.0,4,2.0,180.0,41.392,2.199
Entire home/apt,Sant Martí,34,5.0,4,2.0,157.0,41.387,2.198
Entire home/apt,Ciutat Vella,41,4.0,2,2.0,168.0,41.389,2.178
Entire home/apt,Sant Martí,31,4.5,6,3.0,167.0,41.397,2.192
Entire home/apt,Ciutat Vella,4,5.0,4,2.0,150.0,41.381,2.173
Entire home/apt,Ciutat Vella,65,4.5,3,2.0,180.0,41.389,2.176
Entire home/apt,Eixample,19,5.0,2,1.0,166.0,41.390,2.172
Entire home/apt,Eixample,22,4.0,4,2.0,180.0,41.398,2.173
Entire home/apt,Ciutat Vella,62,4.5,2,1.0,157.0,41.385,2.183
Entire home/apt,Eixample,4,5.0,4,1.0,157.0,41.391,2.175
Entire home/apt,Eixample,17,4.5,2,1.0,167.0,41.388,2.170
Entire home/apt,Ciutat Vella,41,4.0,4,2.0,168.0,41.379,2.173
Entire home/apt,Eixample,102,4.5,7,3.0,180.0,41.390,2.176
Entire home/apt,Ciutat Vella,16,4.5,4,1.0,163.0,41.382,2.182
Entire home/apt,Ciutat Vella,31,4.0,3,2.0,180.0,41.388,2.177
Entire home/apt,Eixample,4,5.0,3,1.0,157.0,41.394,2.175
Entire home/apt,Eixample,28,4.0,6,3.0,157.0,41.391,2.174
Entire home/apt,Ciutat Vella,82,5.0,8,3.0,150.0,41.375,2.174
Entire home/apt,Ciutat Vella,110,5.0,4,2.0,150.0,41.381,2.173
Entire home/apt,Ciutat Vella,67,4.0,6,3.0,168.0,41.378,2.175
Entire home/apt,Ciutat Vella,68,5.0,6,2.0,167.0,41.386,2.171
Entire home/apt,Ciutat Vella,16,4.0,8,2.0,166.0,41.376,2.173
Entire home/apt,Eixample,6,5.0,4,2.0,162.0,41.402,2.172
Entire home/apt,Ciutat Vella,4,5.0,4,2.0,180.0,41.383,2.177
Entire home/apt,Ciutat Vella,5,5.0,4,1.0,162.0,41.383,2.181
Entire home/apt,Ciutat Vella,9,5.0,2,1.0,157.0,41.377,2.172
Entire home/apt,Ciutat Vella,6,5.0,2,1.0,162.0,41.375,2.172
Entire home/apt,Sant Martí,13,4.5,6,3.0,174.0,41.393,2.200
Entire home/apt,Ciutat Vella,76,4.5,6,2.0,169.0,41.389,2.177
Entire home/apt,Ciutat Vella,17,4.0,4,2.0,157.0,41.379,2.188
Entire home/apt,Ciutat Vella,94,4.5,7,3.0,180.0,41.379,2.175
Entire home/apt,Ciutat Vella,217,5.0,4,1.0,180.0,41.390,2.178
Entire home/apt,Ciutat Vella,23,4.5,4,0.0,157.0,41.388,2.176
Entire home/apt,Sant Martí,3,5.0,4,2.0,180.0,41.404,2.207
Entire home/apt,Eixample,7,4.5,5,3.0,168.0,41.403,2.172
Entire home/apt,Sant Martí,4,5.0,4,2.0,180.0,41.403,2.206
Entire home/apt,Eixample,74,4.5,6,3.0,180.0,41.402,2.177
Entire home/apt,Gràcia,100,4.5,6,3.0,180.0,41.405,2.161
Entire home/apt,Eixample,3,5.0,2,2.0,168.0,41.391,2.156
Entire home/apt,Eixample,43,4.0,6,3.0,177.0,41.394,2.153
Entire home/apt,Eixample,25,4.5,9,3.0,180.0,41.390,2.156
Entire home/apt,Gràcia,24,5.0,6,2.0,180.0,41.400,2.155
Entire home/apt,Sarrià-Sant Gervasi,11,4.5,3,2.0,164.0,41.395,2.146
Entire home/apt,Gràcia,34,5.0,4,2.0,167.0,41.398,2.158
Entire home/apt,Eixample,63,4.5,6,2.0,157.0,41.390,2.158
Entire home/apt,Eixample,22,5.0,6,3.0,177.0,41.390,2.155
Entire home/apt,Eixample,7,4.0,5,3.0,157.0,41.392,2.158
Entire home/apt,Sarrià-Sant Gervasi,6,5.0,3,2.0,150.0,41.395,2.150
Entire home/apt,Eixample,14,4.5,6,2.0,168.0,41.392,2.155
Entire home/apt,Eixample,5,4.0,6,3.0,180.0,41.392,2.169
Entire home/apt,Gràcia,34,5.0,5,3.0,181.0,41.399,2.161
Entire home/apt,Eixample,11,4.5,5,1.0,159.0,41.392,2.166
Entire home/apt,Eixample,8,4.0,4,2.0,180.0,41.407,2.175
Entire home/apt,Gràcia,15,4.5,8,3.0,157.0,41.411,2.157
Entire home/apt,Gràcia,4,5.0,4,2.0,180.0,41.416,2.148
Entire home/apt,Eixample,20,4.5,5,3.0,165.0,41.400,2.176
Entire home/apt,Eixample,15,5.0,5,3.0,180.0,41.406,2.182
Entire home/apt,Eixample,14,4.5,3,1.0,168.0,41.403,2.176
Entire home/apt,Sant Martí,6,4.0,6,3.0,180.0,41.408,2.179
Entire home/apt,Eixample,26,5.0,6,3.0,174.0,41.408,2.174
Entire home/apt,Eixample,35,4.5,9,5.0,180.0,41.399,2.180
Entire home/apt,Eixample,6,4.0,7,4.0,155.0,41.405,2.175
Entire home/apt,Eixample,9,5.0,6,2.0,180.0,41.401,2.172
Entire home/apt,Eixample,15,4.5,6,3.0,149.0,41.398,2.175
Entire home/apt,Eixample,46,4.5,9,3.0,176.0,41.398,2.178
Entire home/apt,Eixample,10,4.5,5,3.0,151.0,41.405,2.176
Entire home/apt,Eixample,28,4.0,5,2.0,155.0,41.398,2.171
Entire home/apt,Eixample,49,4.5,9,3.0,176.0,41.398,2.176
Entire home/apt,Eixample,6,4.0,6,3.0,179.0,41.406,2.174
Entire home/apt,Eixample,47,4.5,8,5.0,180.0,41.399,2.174
Entire home/apt,Eixample,7,4.0,4,1.0,167.0,41.402,2.174
Entire home/apt,Sant Martí,8,3.5,4,2.0,174.0,41.410,2.180
Entire home/apt,Eixample,6,4.0,3,2.0,157.0,41.401,2.170
Entire home/apt,Sant Martí,5,3.5,4,2.0,174.0,41.412,2.178
Entire home/apt,Eixample,15,4.5,5,2.0,162.0,41.406,2.173
Entire home/apt,Eixample,14,4.0,6,4.0,162.0,41.401,2.172
Entire home/apt,Eixample,5,4.5,8,5.0,180.0,41.401,2.175
Entire home/apt,Eixample,74,4.5,6,3.0,158.0,41.401,2.176
Entire home/apt,Eixample,3,4.5,5,1.0,168.0,41.399,2.175
Entire home/apt,Eixample,35,4.5,5,3.0,179.0,41.405,2.174
Entire home/apt,Eixample,3,4.5,4,2.0,180.0,41.402,2.173
Entire home/apt,Eixample,110,4.0,7,3.0,150.0,41.404,2.176
Entire home/apt,Sant Martí,5,4.5,4,2.0,167.0,41.404,2.200
Entire home/apt,Eixample,93,4.5,6,3.0,179.0,41.402,2.175
Entire home/apt,Eixample,58,4.5,7,4.0,179.0,41.405,2.175
Entire home/apt,Horta-Guinardó,14,4.5,6,3.0,180.0,41.419,2.176
Entire home/apt,Eixample,102,5.0,5,2.0,179.0,41.403,2.176
Entire home/apt,Eixample,21,4.5,5,3.0,171.0,41.407,2.173
Entire home/apt,Sant Martí,4,5.0,4,1.0,160.0,41.401,2.206
Entire home/apt,Eixample,16,4.5,7,3.0,150.0,41.402,2.177
Entire home/apt,Sant Martí,15,4.0,5,3.0,174.0,41.402,2.203
Entire home/apt,Ciutat Vella,34,5.0,4,2.0,168.0,41.377,2.187
Entire home/apt,Ciutat Vella,72,4.0,3,2.0,168.0,41.389,2.177
Entire home/apt,Eixample,3,4.5,6,3.0,180.0,41.399,2.179
Entire home/apt,Eixample,33,4.5,6,2.0,180.0,41.405,2.179
Entire home/apt,Ciutat Vella,4,4.5,4,1.0,174.0,41.386,2.184
Entire home/apt,Eixample,70,4.5,6,3.0,150.0,41.396,2.180
Entire home/apt,Ciutat Vella,62,5.0,4,1.0,157.0,41.385,2.180
Entire home/apt,Eixample,7,4.0,8,3.0,174.0,41.391,2.178
Entire home/apt,Ciutat Vella,56,4.5,5,2.0,159.0,41.383,2.183
Entire home/apt,Ciutat Vella,13,4.5,5,2.0,168.0,41.379,2.178
Entire home/apt,Ciutat Vella,10,5.0,5,2.0,179.0,41.383,2.181
Entire home/apt,Ciutat Vella,7,5.0,4,2.0,180.0,41.382,2.188
Entire home/apt,Eixample,5,4.5,4,1.0,155.0,41.397,2.182
Entire home/apt,Sant Martí,16,5.0,2,1.0,151.0,41.392,2.188
Entire home/apt,Ciutat Vella,87,5.0,2,1.0,162.0,41.383,2.180
Entire home/apt,Ciutat Vella,10,4.5,2,1.0,168.0,41.377,2.187
Entire home/apt,Sant Martí,42,5.0,4,2.0,157.0,41.393,2.194
Entire home/apt,Ciutat Vella,13,4.5,4,0.0,180.0,41.377,2.189
Entire home/apt,Ciutat Vella,11,4.5,4,3.0,157.0,41.384,2.179
Entire home/apt,Ciutat Vella,52,4.5,5,2.0,180.0,41.383,2.178
Entire home/apt,Sant Martí,4,5.0,4,2.0,168.0,41.395,2.191
Entire home/apt,Sant Martí,22,5.0,5,3.0,167.0,41.397,2.202
Entire home/apt,Sant Martí,8,2.5,6,3.0,167.0,41.413,2.219
Entire home/apt,Ciutat Vella,9,5.0,3,1.0,180.0,41.384,2.179
Entire home/apt,Ciutat Vella,31,4.5,4,2.0,167.0,41.381,2.178
Entire home/apt,Eixample,42,4.5,6,3.0,168.0,41.398,2.179
Entire home/apt,Ciutat Vella,10,5.0,2,1.0,174.0,41.379,2.192
Entire home/apt,Sant Martí,4,3.5,2,1.0,180.0,41.392,2.193
Entire home/apt,Eixample,152,4.5,5,3.0,162.0,41.400,2.180
Entire home/apt,Ciutat Vella,6,3.5,5,1.0,157.0,41.378,2.189
Entire home/apt,Sant Martí,62,5.0,6,2.0,159.0,41.403,2.195
Entire home/apt,Sant Martí,85,4.5,6,3.0,155.0,41.391,2.200
Entire home/apt,Ciutat Vella,9,4.5,4,3.0,167.0,41.384,2.180
Entire home/apt,Sant Martí,13,5.0,4,1.0,153.0,41.398,2.207
Entire home/apt,Sant Martí,41,4.0,4,2.0,155.0,41.414,2.218
Entire home/apt,Eixample,11,4.5,3,1.0,157.0,41.391,2.179
Entire home/apt,Sant Martí,14,4.5,4,2.0,168.0,41.394,2.189
Entire home/apt,Sant Martí,90,5.0,5,2.0,180.0,41.390,2.195
Entire home/apt,Ciutat Vella,77,5.0,2,1.0,157.0,41.375,2.190
Entire home/apt,Sant Martí,49,5.0,6,2.0,169.0,41.396,2.206
Entire home/apt,Sant Martí,132,5.0,4,1.0,180.0,41.395,2.202
Entire home/apt,Nou Barris,18,5.0,5,3.0,161.0,41.429,2.182
Entire home/apt,Nou Barris,10,4.0,5,3.0,157.0,41.442,2.179
Entire home/apt,Gràcia,160,4.5,7,3.0,180.0,41.401,2.164
Entire home/apt,Eixample,5,5.0,6,2.0,174.0,41.395,2.171
Entire home/apt,Ciutat Vella,120,4.5,8,4.0,172.0,41.384,2.164
Entire home/apt,Eixample,6,4.5,6,2.0,174.0,41.394,2.172
Entire home/apt,Sant Martí,17,4.5,4,1.0,179.0,41.395,2.192
Entire home/apt,Gràcia,3,4.0,6,3.0,150.0,41.404,2.170
Entire home/apt,Eixample,65,4.5,4,1.0,152.0,41.393,2.154
Entire home/apt,Ciutat Vella,64,5.0,4,1.0,174.0,41.386,2.181
Entire home/apt,Horta-Guinardó,52,4.5,8,2.0,155.0,41.419,2.162
Entire home/apt,Ciutat Vella,82,4.5,4,1.0,180.0,41.385,2.183
Entire home/apt,Eixample,6,4.5,6,3.0,174.0,41.399,2.176
Entire home/apt,Sant Martí,20,4.5,6,2.0,165.0,41.395,2.198
Entire home/apt,Eixample,41,4.5,5,2.0,157.0,41.391,2.160
Entire home/apt,Eixample,4,5.0,6,2.0,174.0,41.395,2.170
Entire home/apt,Sant Martí,5,5.0,4,0.0,180.0,41.398,2.195
Entire home/apt,Eixample,47,4.5,4,2.0,180.0,41.399,2.172
Entire home/apt,Ciutat Vella,13,4.5,3,1.0,181.0,41.390,2.179
Entire home/apt,Ciutat Vella,63,4.0,4,2.0,162.0,41.382,2.172
Entire home/apt,Gràcia,95,5.0,4,1.0,157.0,41.401,2.155
Entire home/apt,Gràcia,3,4.5,4,2.0,168.0,41.402,2.157
Entire home/apt,Eixample,93,4.5,5,2.0,157.0,41.380,2.160
Entire home/apt,Ciutat Vella,73,4.5,6,3.0,180.0,41.384,2.164
Entire home/apt,Eixample,24,5.0,4,0.0,158.0,41.388,2.166
Entire home/apt,Ciutat Vella,82,5.0,4,2.0,156.0,41.380,2.173
Entire home/apt,Eixample,10,4.5,6,4.0,180.0,41.393,2.181
Entire home/apt,Ciutat Vella,131,5.0,5,2.0,174.0,41.378,2.173
Entire home/apt,Ciutat Vella,15,4.0,6,3.0,184.0,41.379,2.176
Entire home/apt,Ciutat Vella,5,4.0,6,3.0,157.0,41.382,2.182
Entire home/apt,Ciutat Vella,4,4.5,4,2.0,170.0,41.385,2.180
Entire home/apt,Ciutat Vella,45,3.5,9,4.0,157.0,41.379,2.177
Entire home/apt,Eixample,5,4.0,7,3.0,180.0,41.393,2.179
Entire home/apt,Ciutat Vella,48,4.0,4,2.0,180.0,41.377,2.187
Entire home/apt,Sant Martí,16,4.0,10,4.0,160.0,41.391,2.185
Entire home/apt,Ciutat Vella,8,4.5,6,2.0,168.0,41.382,2.177
Entire home/apt,Ciutat Vella,5,4.0,4,2.0,180.0,41.377,2.172
Entire home/apt,Ciutat Vella,5,5.0,4,2.0,179.0,41.382,2.179
Entire home/apt,Ciutat Vella,45,5.0,2,1.0,180.0,41.387,2.173
Entire home/apt,Ciutat Vella,8,4.5,3,1.0,180.0,41.382,2.176
Entire home/apt,Eixample,6,4.5,6,2.0,150.0,41.392,2.160
Entire home/apt,Eixample,7,5.0,4,1.0,180.0,41.389,2.162
Entire home/apt,Eixample,5,4.0,5,3.0,182.0,41.392,2.170
Entire home/apt,Eixample,25,4.5,4,2.0,180.0,41.390,2.159
Entire home/apt,Eixample,3,3.5,8,3.0,180.0,41.393,2.171
Entire home/apt,Eixample,9,4.0,4,1.0,174.0,41.390,2.163
Entire home/apt,Eixample,3,3.5,6,2.0,163.0,41.393,2.170
Entire home/apt,Gràcia,10,4.5,4,1.0,157.0,41.402,2.159
Entire home/apt,Eixample,7,4.5,3,1.0,163.0,41.391,2.173
Entire home/apt,Eixample,7,4.0,4,2.0,173.0,41.393,2.161
Entire home/apt,Eixample,21,4.5,6,2.0,178.0,41.389,2.173
Entire home/apt,Eixample,7,4.5,4,2.0,163.0,41.393,2.170
Entire home/apt,Gràcia,4,5.0,4,2.0,157.0,41.401,2.160
Entire home/apt,Eixample,13,4.5,4,1.0,157.0,41.389,2.162
Entire home/apt,Eixample,16,5.0,4,2.0,145.0,41.393,2.168
Entire home/apt,Sant Martí,3,5.0,4,2.0,180.0,41.391,2.184
Entire home/apt,Eixample,11,4.5,6,3.0,167.0,41.391,2.176
Entire home/apt,Eixample,17,5.0,4,1.0,157.0,41.392,2.176
Entire home/apt,Eixample,18,5.0,5,3.0,163.0,41.391,2.176
Entire home/apt,Ciutat Vella,33,4.5,4,1.0,157.0,41.381,2.175
Entire home/apt,Ciutat Vella,39,4.5,6,2.0,157.0,41.387,2.177
Entire home/apt,Eixample,29,4.5,4,1.0,180.0,41.397,2.165
Entire home/apt,Ciutat Vella,13,4.5,4,2.0,168.0,41.380,2.175
Entire home/apt,Eixample,103,5.0,4,2.0,163.0,41.393,2.165
Entire home/apt,Ciutat Vella,41,4.5,5,2.0,157.0,41.383,2.171
Entire home/apt,Eixample,71,4.5,6,2.0,180.0,41.391,2.176
